"","Probe_ID","DESIGN","COLOR_CHANNEL","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene","Feature","Chrom","Pos"
"cg12687824","cg12687824","II","Both",-0.890746211858605,-0.446034326065243,-8.0685563882773,7.73353627379752e-06,0.010740991963599,3.44088781829044,"PVT1","Body","8",128992875
"cg12688880","cg12688880","II","Both",-1.25782436065344,1.12808819639432,-8.63441866023716,4.12083579379839e-06,0.00720952170753926,3.88128939852983,"DMD","Body","X",31217296
"cg12700450","cg12700450","II","Both",0.884826086660263,0.811213667602525,6.75614944396299,3.81044722846309e-05,0.029820386016928,2.25041841466969,"ARMC9","Body","2",232225812
"cg12716601","cg12716601","II","Both",-1.0214808232045,-2.26235193791762,-8.28895236952463,6.02860755859154e-06,0.00917614035253028,3.61722517531018,"ELK3","5'UTR","12",96602913
"cg12730165","cg12730165","II","Both",1.44736867667365,-0.901705509019426,8.50476793701507,4.74669905081492e-06,0.00789834131651153,3.78391238363074,"WBP1L","Body","10",104562766
"cg12735037","cg12735037","II","Both",-0.939642921656512,1.93506096578864,-6.96249976278296,2.92569560209403e-05,0.0247742237218346,2.45461344169132,"GLTSCR1","Body","19",48178060
"cg12775742","cg12775742","II","Both",1.02795945569899,-1.74306332905325,9.81739996786256,1.21847085973343e-06,0.00369659151004233,4.68194563683127,"C1QC","TSS200","1",22970072
"cg12789068","cg12789068","II","Both",1.06138947839167,1.03505967316662,8.97057304405378,2.87767049832839e-06,0.00574858758946951,4.12447819999874,"AKT1","Body","14",105255251
"cg12860675","cg12860675","II","Both",0.79652658500929,1.70137214366627,6.85074078948108,3.37357350464936e-05,0.0274024343717653,2.34485552611982,"ETV6","Body","12",11983441
"cg12884495","cg12884495","II","Both",1.04905086305977,-0.27766839513774,7.7760786313998,1.08482538270679e-05,0.0131905580637944,3.1969561779852,"WBP2","3'UTR","17",73842017
"cg12885826","cg12885826","II","Both",-1.08807400919839,-0.271733884663391,-8.42704529701583,5.17069419154112e-06,0.00832926136434724,3.72455156799515,"PICALM","5'UTR","11",85757355
"cg12892701","cg12892701","II","Both",2.03795851972803,-0.341641461394564,11.6304745583138,2.33708197457283e-07,0.00146115766148763,5.65177216988565,"HOPX","5'UTR","4",57524770
"cg12910234","cg12910234","II","Both",-0.903660098569646,0.522961480650845,-7.63345211922093,1.28382592097255e-05,0.0145910391561016,3.07375303337213,"CARD11","Body","7",2973994
"cg12971842","cg12971842","II","Both",1.06169750542488,1.69785223430607,9.19378209005141,2.28040948845869e-06,0.00497712974788333,4.27883577110642,"ARHGAP10","Body","4",148667830
"cg13033108","cg13033108","II","Both",-1.44320332412749,1.42251170671241,-7.68858325459559,1.20258459033845e-05,0.0140369075297677,3.1217131724046,"LINC00607","Body","2",216638516
"cg13075942","cg13075942","II","Both",1.94103703700561,-0.419328383837813,11.5552305202262,2.49156793857634e-07,0.00149471505326683,5.61671958039395,"RAD51L1","Body","14",69035884
"cg13109155","cg13109155","II","Both",1.65803026251647,-2.52543586684074,13.3310727956741,6.0120823328816e-08,0.000864252003378607,6.34656491392338,"CTLA4","Body","2",204735897
"cg13157980","cg13157980","II","Both",-0.752126303045196,-2.79201635350811,-7.02715584940747,2.69615757501213e-05,0.0232673782945221,2.51722293704245,"EIF2C2","Body","8",141599141
"cg13176235","cg13176235","II","Both",0.841881977906024,-0.924605023630959,6.64413656752428,4.40793947660641e-05,0.0328750954826985,2.13673792273651,"TTC7B","Body","14",91163190
"cg13187188","cg13187188","I","Red",0.972695368701841,1.28674342332802,8.23495825597402,6.40491228791869e-06,0.00954545799275413,3.57460454917084,"GPR152","1stExon","11",67219859
"cg13214630","cg13214630","II","Both",1.22924220323187,0.683180211209584,10.7400178316587,5.10594986113283e-07,0.00213000438871703,5.20970194588085,"RALGDS","Body","9",136013579
"cg13221508","cg13221508","II","Both",-0.7244761538709,-1.02948942747063,-7.40961852321909,1.67998285975232e-05,0.0172206683229889,2.87458950427131,"APP","TSS1500","21",27513425
"cg13252716","cg13252716","II","Both",0.721155697054895,1.45108738192702,6.33801062503126,6.61755666274519e-05,0.0438824211775355,1.8156051667899,"TUBGCP2","Body","10",135109640
"cg13329183","cg13329183","II","Both",-0.935709852578387,0.57233776671285,-7.86302267521643,9.80049630662427e-06,0.012387104581108,3.27067817699386,"ATOX1","Body","5",151132702
"cg13406559","cg13406559","II","Both",0.975069023991941,-3.13815536150062,6.60013124360385,4.66957822313171e-05,0.0340558102271228,2.09152280352398,"SLAMF8","TSS200","1",159796307
"cg13431460","cg13431460","II","Both",1.02705731401909,-1.99537155980062,7.15862910457566,2.2870268099576e-05,0.0207444621340521,2.64255289091572,"LYPD6B","Body","2",150017515
"cg13458803","cg13458803","II","Both",1.71042598746425,0.125232079013896,8.78741442717447,3.49488342910485e-06,0.00663367620516303,3.99360887293456,"CD80","5'UTR","3",119276917
"cg13571501","cg13571501","II","Both",-1.00692894196951,0.213575423675326,-7.61308559019643,1.31532034456745e-05,0.0148126651263849,3.05592730010607,"ABCA1","Body","9",107625961
"cg13610455","cg13610455","II","Both",-2.17577780992802,-1.92032405422966,-13.0611109961336,7.37913285627617e-08,0.000925211660304582,6.24766815999077,"LOC388796","Body","20",37054900
"cg13621727","cg13621727","II","Both",-0.920545937937681,0.213265206667909,-7.33655867442048,1.83640888597189e-05,0.0182351784885576,2.80801058395108,"CD44","Body","11",35235930
"cg13630241","cg13630241","II","Both",0.888616858926932,-1.20476733640229,8.12842359643614,7.22405032525366e-06,0.0102663219466393,3.48941085067622,"CNOT10","Body","3",32743086
"cg13634839","cg13634839","II","Both",-1.19721271446723,-2.07839752375535,-10.2586096995047,7.97343739147045e-07,0.00276630501421922,4.94391386076141,"TREM1","TSS1500","6",41254818
"cg13678625","cg13678625","II","Both",-1.09067160174756,0.181563619152545,-6.51440459857401,5.22844414892419e-05,0.0368906922182475,2.00253209523974,"SMURF1","Body","7",98730759
"cg13771438","cg13771438","II","Both",0.692851383370385,-2.81992707324169,6.76943796042123,3.74556165080682e-05,0.0295283265148638,2.26377118652383,"EMBP1","Body","1",121271994
"cg13803234","cg13803234","II","Both",0.814882198272196,-1.00225072691554,8.00260298019364,8.34016071671533e-06,0.011122571694247,3.38688492933535,"RAD51L1","Body","14",68830813
"cg13835688","cg13835688","II","Both",0.801284911900801,1.04018061000118,7.23065705106092,2.09168331655451e-05,0.0196709802493813,2.71010263854156,"SLC25A25","Body","9",130859454
"cg13890326","cg13890326","II","Both",1.89721184021329,0.835118792322156,11.0421610237489,3.89313306780777e-07,0.00192843308519846,5.36658011645198,"PIK3R5","Body","17",8813494
"cg13891460","cg13891460","II","Both",-0.793297790048374,1.38743655987883,-7.53843732060932,1.43808094536004e-05,0.0156588559273028,2.99008820218692,"LINC01135","Body","1",59289180
"cg13894010","cg13894010","II","Both",1.08426385162266,-0.235553581100632,7.43290269321624,1.63319840193335e-05,0.0168418327912102,2.89564405984512,"STX5","Body","11",62593075
"cg13911707","cg13911707","II","Both",0.947003262963674,-0.91451351162626,8.54678072394954,4.53330310284919e-06,0.00772321635698169,3.81569063713906,"ZNF496","TSS1500","1",247496404
"cg13928868","cg13928868","II","Both",-0.787856605447743,-0.284645491260959,-7.26142281663188,2.01379436596574e-05,0.019224695747697,2.7387181953082,"PLCL2","Body","3",17064669
"cg13930682","cg13930682","II","Both",1.20357554647532,0.309039441067982,12.0475181711955,1.64958454760137e-07,0.00128190046738975,5.83892457229679,"BTN2A2","3'UTR","6",26393253
"cg13935127","cg13935127","II","Both",1.78672301913328,1.4115237297484,9.24407281086668,2.16530874081909e-06,0.00487019423353017,4.31285622008708,"RIMS3","5'UTR","1",41128874
"cg13939072","cg13939072","II","Both",-0.776729993370477,-1.51676933389501,-7.8944409481542,9.44921333698659e-06,0.0121218978674011,3.29706456811406,"LINC00607","Body","2",216698827
"cg13940444","cg13940444","II","Both",0.805892590786996,-1.28574206121619,7.09899568258523,2.46364460183179e-05,0.0217649539420922,2.5860331157366,"RARG","Body","12",53617382
"cg13961921","cg13961921","II","Both",0.926696920034134,1.56584946261034,7.61924378816567,1.30571037223758e-05,0.0147809518864731,3.06132342665468,"FPR3","5'UTR","19",52299266
"cg14013457","cg14013457","II","Both",-0.741273055375928,1.53937905041354,-6.26555354302404,7.29869616466067e-05,0.0467395650570322,1.73731458414858,"MOBKL2B","TSS1500","9",27530602
"cg14014730","cg14014730","II","Both",-0.637719968740786,0.681470496071045,-7.33969397496331,1.82938278125525e-05,0.0181864842150167,2.81088387617029,"DLGAP1","Body","18",3758778
"cg14063843","cg14063843","II","Both",0.785898143946611,1.75245127346829,6.25897792317144,7.3641319366066e-05,0.0469890837678297,1.7301657387717,"AGL","TSS1500","1",100326351
"cg14079719","cg14079719","II","Both",1.3218914616691,-0.322029833928476,9.64159752173701,1.44909899894782e-06,0.00396094196944126,4.57234049121583,"OPRM1","Body","6",154551098
"cg14105456","cg14105456","II","Both",1.35966998688382,1.02868606076951,14.4676926187023,2.63845706664941e-08,0.000594878861821496,6.7229984140218,"PALM2","Body","9",112688699
"cg14166189","cg14166189","II","Both",1.73700296113028,1.53379038681503,9.61779341783051,1.48380682995334e-06,0.00399854211469772,4.55726218854326,"CHID1","TSS1500","11",915440
"cg14178380","cg14178380","II","Both",1.1859572393913,-0.704254100479214,9.12891641617189,2.43876428025951e-06,0.0051348391642608,4.23454809497404,"ANXA11","Body","10",81931985
"cg14189391","cg14189391","I","Red",-1.26279472311138,-0.99084152901318,-11.606697520318,2.38474227971213e-07,0.00146115766148763,5.64073919290079,"DNMT3A","Body","2",25527347
"cg14228568","cg14228568","II","Both",-1.05318389757655,-1.04268100317691,-7.29385304128241,1.93506344300077e-05,0.018758338653529,2.76872902475045,"PIGL","Body","17",16187227
"cg14237852","cg14237852","II","Both",0.57106959328391,-1.49801480791527,6.20183550854542,7.95998282076654e-05,0.0497134434752152,1.66773352133606,"OR52K2","TSS1500","11",4469737
"cg14245199","cg14245199","II","Both",-1.78280790129917,-0.253423567687057,-10.993079123308,4.06671386309875e-07,0.00198007835867703,5.34159483360909,"EVL","Body","14",100540291
"cg14286948","cg14286948","II","Both",-0.702000902601584,0.439268054096479,-7.01983020259467,2.72116274558705e-05,0.0234359662867222,2.51016165481957,"FOXO3","Body","6",108899907
"cg14293975","cg14293975","II","Both",-1.39723630209497,-1.7839145580564,-9.40228052488237,1.84243662577741e-06,0.00449818041870924,4.4181080169475,"ADGRV1","Body","5",90167401
"cg14325837","cg14325837","II","Both",0.912426985640125,-1.79554392309701,6.61297187414929,4.59155012889078e-05,0.0336298474406148,2.10474896653282,"ARHGAP22","Body","10",49731563
"cg14336166","cg14336166","II","Both",-0.878856974375261,0.735724993534766,-6.55873478313511,4.93098408416654e-05,0.0355987140948092,2.04870037209378,"FKBP15","Body","9",115939385
"cg14356919","cg14356919","II","Both",1.10952029945597,1.63386382714562,7.61303832410954,1.3153943986407e-05,0.0148126651263849,3.05588586239869,"COL18A1","Body","21",46890997
"cg14382428","cg14382428","II","Both",-1.23145486652724,-1.16960750125805,-7.1054546763292,2.44382377670394e-05,0.0216121283266896,2.59218099995463,"LRRK2","Body","12",40624118
"cg14382888","cg14382888","II","Both",1.61979748435228,0.789052840965213,7.27087591714373,1.99049447095238e-05,0.0190816946753012,2.74748223404174,"MAP1LC3C","TSS1500","1",242163388
"cg14401958","cg14401958","II","Both",1.49521166856159,1.19050932198515,8.77170589128365,3.55413884801762e-06,0.0066499800277247,3.98220399256812,"KDM2B","Body","12",121971330
"cg14456745","cg14456745","II","Both",-1.18196140855643,-0.0972667265360904,-7.46018859832717,1.58015433536232e-05,0.0165335850604891,2.92021680849064,"TANK","Body","2",162085535
"cg14467966","cg14467966","II","Both",-2.3010937822329,0.758410076982185,-10.7787000451574,4.92994548718938e-07,0.00208112184516406,5.23020105716758,"PDGFC","Body","4",157852582
"cg14472131","cg14472131","II","Both",-1.03687531462015,-2.52760970631534,-8.16067910992031,6.96468840344633e-06,0.0100308134618926,3.51536012036682,"ATXN7","Body","3",63980967
"cg14476479","cg14476479","II","Both",1.50966359405366,0.523737455263667,10.3910131047691,7.04142738506094e-07,0.00251385725687103,5.01902988895595,"GPT","TSS1500","8",145728209
"cg14480116","cg14480116","II","Both",-0.857978999006402,-1.73970967223323,-6.39450030670705,6.1338832378291e-05,0.0416512057812341,1.87603144202136,"SPRED2","TSS1500","2",65594890
"cg14481832","cg14481832","II","Both",-0.832380636037603,-2.78407679420282,-6.72523459613565,3.9661235030295e-05,0.0304546398470709,2.21924482108241,"CCL22","TSS200","16",57392534
"cg14525390","cg14525390","II","Both",1.24876507953015,1.64595502258174,7.15676802050989,2.29232773403169e-05,0.0207652422099005,2.64079714178939,"TTC7B","Body","14",91017836
"cg14536332","cg14536332","II","Both",1.94230192905821,-1.21245658398786,8.37426470048283,5.48190336363075e-06,0.00855678184378227,3.68381297137286,"ADRBK2","Body","22",26077119
"cg14543226","cg14543226","I","Red",1.49863289531944,0.434117742753759,8.38502837476027,5.41682971408464e-06,0.00850388106612557,3.6921491349768,"NFIC","Body","19",3384854
"cg14556906","cg14556906","II","Both",-0.875030420129176,-1.43319152448576,-8.57386413615109,4.40125646781166e-06,0.00753237877200717,3.8360623425564,"DIXDC1","Body","11",111806309
"cg14571284","cg14571284","II","Both",1.18405349727287,0.197436866435825,8.7734995539141,3.547318129613e-06,0.0066499800277247,3.98350770850306,"SH2D3C","Body","9",130516077
"cg14630032","cg14630032","II","Both",-1.75128158674637,-1.40147607051561,-7.95227588480177,8.83762227667093e-06,0.0115977484058422,3.34528756055209,"CP","Body","3",148898124
"cg14661504","cg14661504","II","Both",0.842500002425777,2.65852213550132,6.32907841829458,6.69771133886789e-05,0.0442734784088469,1.80600156421991,"EDDM3A","TSS1500","14",21212875
"cg14680131","cg14680131","II","Both",0.700292267033361,-1.94182745646723,7.16046927074063,2.2817984486206e-05,0.0207444621340521,2.6442883905299,"SEMA4A","Body","1",156131379
"cg14681242","cg14681242","II","Both",0.835533577523758,1.95482634636665,6.2033755678337,7.943263041021e-05,0.0496855161817418,1.66942341654697,"LOC100288866","TSS200","17",47651550
"cg14716166","cg14716166","II","Both",-0.851826362619843,-0.880888415317832,-7.77676963898905,1.08394646460159e-05,0.0131905580637944,3.1975461954952,"CHP1","Body","15",41548858
"cg14734470","cg14734470","II","Both",1.15534793615608,0.575472656615339,9.33163257660543,1.97965802461678e-06,0.00463186853828933,4.37143726535847,"MYOM2","Body","8",2066823
"cg14762436","cg14762436","II","Both",0.848070634775096,-0.62774645100913,6.96260308531954,2.92531243436198e-05,0.0247742237218346,2.45471401089677,"OSBPL3","Body","7",24917750
"cg14786790","cg14786790","II","Both",0.738682095417318,-1.61583722600696,6.30204399349543,6.94672107954101e-05,0.0453039349721768,1.77685338287528,"FAM13A","Body","4",89766654
"cg14789659","cg14789659","II","Both",0.77738283870103,0.656096039800751,7.61629053445016,1.31030948402163e-05,0.0148126651263849,3.05873630509171,"ARID5B","Body","10",63809073
"cg14823538","cg14823538","II","Both",1.46025049717642,0.441056044392478,10.0701991538767,9.53838551621362e-07,0.0031317406747261,4.83428086013975,"ZC3H3","Body","8",144572149
"cg14840850","cg14840850","II","Both",-1.22481817188472,0.51881013388614,-6.7261393489676,3.96147159044029e-05,0.0304546398470709,2.22015932118888,"AGPAT4","Body","6",161636502
"cg14871290","cg14871290","II","Both",-0.899743002543682,-2.34760793960389,-6.65492414683632,4.34623461431115e-05,0.0324997467963091,2.1477741249525,"FOXO1","Body","13",41230707
"cg14873447","cg14873447","II","Both",-0.792101756937056,0.335437268290488,-7.80213460923711,1.05221008606784e-05,0.0130301013811437,3.21915854551159,"KIAA0319L","Body","1",35915171
"cg14914214","cg14914214","II","Both",-2.97561215433156,0.113995986816525,-19.2715884245223,1.41174369712645e-09,0.000180756207870419,7.80097703391427,"HIF1A-AS1","Body","14",62159321
"cg14968445","cg14968445","II","Both",-1.16918240589246,-0.0103742796390247,-6.90190211827871,3.1600067094587e-05,0.0261889987390422,2.39534376413286,"GTF2E1","Body","3",120500228
"cg15005345","cg15005345","II","Both",1.49948207675493,2.01504436843745,12.395544251364,1.24331859258977e-07,0.00113345949082028,5.98630674824779,"MIR632","TSS1500","17",30675814
"cg15016481","cg15016481","II","Both",-0.893391812809541,1.59959070749406,-10.4352873063944,6.75673731382068e-07,0.0024744153791368,5.0438005126628,"LRRFIP1","Body","2",238639819
"cg15024623","cg15024623","II","Both",-1.47014821533228,-0.971960492868779,-8.14480850169644,7.09102061149408e-06,0.0101445632468363,3.50260928214273,"EPB41L3","Body","18",5444501
"cg15059751","cg15059751","II","Both",-0.962251119894172,1.56294358480704,-6.8481153549745,3.38494405845129e-05,0.027449204103539,2.34225351014799,"CRK","3'UTR","17",1326393
"cg15096505","cg15096505","II","Both",0.997486220280875,-0.931382178063594,6.51071625924176,5.25404761948151e-05,0.0369656328007695,1.99867627637762,"IL10","Body","1",206943566
"cg15115224","cg15115224","II","Both",0.698608717298721,1.77502106273242,6.52981463838085,5.12291211453566e-05,0.0364458049560137,2.01861767076475,"SESTD1","Body","2",180042269
"cg15215477","cg15215477","II","Both",1.80996004767234,1.387706367739,8.15510308180268,7.00879485157708e-06,0.0100605203981577,3.51088393209927,"NUMA1","TSS1500","11",71793097
"cg15308565","cg15308565","II","Both",-0.839969950096807,-1.93359951822286,-7.38154335105831,1.73832447351562e-05,0.0176289142128215,2.84909744442757,"USP10","Body","16",84785543
"cg15333221","cg15333221","II","Both",-1.1116927324271,0.503120292596872,-7.26462436741596,2.00587046694142e-05,0.0191843152866263,2.74168786848796,"ARHGAP10","Body","4",148690698
"cg15418935","cg15418935","II","Both",0.784657012508925,-2.0418825264221,8.33438865340141,5.73045199898144e-06,0.00880047490485869,3.65280333870728,"LOC101928694","Body","15",58751410
"cg15466684","cg15466684","II","Both",1.00461864484919,1.14067657091712,7.190638899393,2.19789053319199e-05,0.0202305554166983,2.67266902337251,"RRP1B","Body","21",45096497
"cg15471525","cg15471525","II","Both",-1.45394061853321,-0.960752954866258,-9.52772102623425,1.62353300602996e-06,0.00420324356874116,4.49968595280194,"EVL","Body","14",100540450
"cg15487687","cg15487687","II","Both",1.04427306622919,0.30676394888958,7.87203543714325,9.69830494160599e-06,0.0123124219752144,3.2782611945045,"MLST8","TSS1500","16",2254666
"cg15525052","cg15525052","II","Both",1.13178349868422,-1.60211629307606,6.29336050763965,7.02879591406473e-05,0.0455618035415315,1.76746485691771,"RAPGEF1","Body","9",134594721
"cg15529914","cg15529914","II","Both",-1.21773719131323,-1.61207970924132,-6.64092219311528,4.42650723598209e-05,0.0329562116752125,2.13344582111525,"SPOCD1","Body","1",32264360
"cg15563963","cg15563963","II","Both",0.680585341051953,-2.63431989182596,6.44733035281556,5.71575450227807e-05,0.0395643787939513,1.93206144234105,"PDPN","TSS200","1",13910164
"cg15577943","cg15577943","II","Both",-1.25196156848385,-2.37427407954474,-7.6009370600822,1.33450291449575e-05,0.014902571541542,3.04526639175127,"FAR2","5'UTR","12",29306345
"cg15615045","cg15615045","II","Both",1.66981412406186,1.16656072346185,7.48747850460908,1.5289564646844e-05,0.0162156808262324,2.94468526503865,"CLEC16A","Body","16",11271545
"cg15661018","cg15661018","II","Both",-0.89267157280419,0.671623553906027,-8.41190554897822,5.25795940589783e-06,0.00839459873761078,3.71290151973632,"RBM33","Body","7",155458872
"cg15733111","cg15733111","II","Both",0.683212683987513,-2.57845519009247,6.44582569926907,5.72723040901397e-05,0.039611818249889,1.93047206553486,"PIK3CD","Body","1",9777972
"cg15745401","cg15745401","II","Both",-2.32331236716127,0.0690139495536028,-9.24778967125809,2.15705543563833e-06,0.0048643984187547,4.31535970629114,"P2RY6","TSS1500","11",72974126
"cg15766402","cg15766402","II","Both",-0.830020462300464,0.983020859296573,-6.3954665872144,6.12594734815499e-05,0.0416512057812341,1.87706042124629,"XPO6","5'UTR","16",28193695
"cg15778059","cg15778059","II","Both",-1.07669585685128,-0.610182532278647,-9.69703743685357,1.37163096546255e-06,0.00383718313323828,4.60723682784868,"MIR4435-2HG","Body","2",112224534
"cg15842544","cg15842544","II","Both",-1.1616749108463,-1.69212015763759,-8.4844489692127,4.85378441033692e-06,0.00802975235552692,3.76846565012306,"FRAT2","TSS1500","10",99095890
"cg15846414","cg15846414","II","Both",1.19595810829432,-1.37948255779403,6.32605921683066,6.7250396693191e-05,0.0443486948128084,1.80275239311758,"ACIN1","Body","14",23547867
"cg15857672","cg15857672","II","Both",1.22297678596697,0.730200022907455,10.9018596813053,4.41208953909254e-07,0.00201111959245161,5.29465017522565,"ARAP1","ExonBnd","11",72423380
"cg15912732","cg15912732","I","Red",1.4194908932221,-0.0929669538737261,8.53452432544006,4.59446370909837e-06,0.00776565861893919,3.80644223630209,"AKT1","Body","14",105255285
"cg15920942","cg15920942","II","Both",-0.755539214020723,-2.00058909120114,-7.2413488164116,2.06425327559053e-05,0.0195896492856157,2.72006320828113,"TGFA","Body","2",70743881
"cg15952483","cg15952483","I","Red",-1.26839252676069,2.03667200854142,-7.67255003979553,1.22562313805229e-05,0.0141690086404282,3.10780944632916,"RHBDD2","Body","7",75511298
"cg15978565","cg15978565","II","Both",-0.776235814759675,-2.91789675684996,-6.21130583034416,7.85776145639228e-05,0.0493669048237809,1.6781188472989,"LPIN1","5'UTR","2",11894464
"cg16066776","cg16066776","II","Both",1.29719100977471,-2.20249594183731,7.24310199780882,2.05979255148851e-05,0.01956898834432,2.72169485909328,"EIF3D","Body","22",36909228
"cg16076065","cg16076065","II","Both",1.41629653132732,1.19344744877076,8.84897813869421,3.27276098339418e-06,0.00630239627557702,4.03802861150748,"LOC100505625","Body","5",6706190
"cg16098545","cg16098545","II","Both",-1.30803310779845,0.689879183861699,-9.06478150694885,2.60711722182534e-06,0.00538348975013361,4.19030317630332,"ITPR2","3'UTR","12",26492312
"cg16111671","cg16111671","II","Both",-0.819528023190402,1.73356771126628,-6.95592745924809,2.95018010452753e-05,0.0249079696766022,2.44821286336704,"NSUN6","Body","10",18896494
"cg16112285","cg16112285","II","Both",1.10894709222027,-1.04770845369835,10.2439124477541,8.08488560205965e-07,0.00277131121504008,4.93547862307567,"LINC00656","TSS1500","20",23113870
"cg16179110","cg16179110","II","Both",0.662045024091408,1.2799792481296,6.37650047673395,6.28374747436734e-05,0.0422006828227218,1.85683518065451,"HOMER2","Body","15",83612088
"cg16217803","cg16217803","II","Both",0.827688412168534,-2.2789285610572,8.01876401225762,8.18690193498964e-06,0.0110657730567411,3.40017099002699,"CHST2","3'UTR","3",142841719
"cg16235723","cg16235723","II","Both",-0.869099066178817,1.78955016909655,-6.69593648953086,4.1199837713681e-05,0.0312441339203869,2.1895600168443,"TBC1D4","Body","13",76026889
"cg16254756","cg16254756","II","Both",0.663435348328683,-0.967419986372221,6.52403186491667,5.16224344049334e-05,0.0365901010618962,2.01258597128558,"SHC1","5'UTR","1",154943676
"cg16267322","cg16267322","II","Both",-2.34138938401392,-1.19621920864822,-11.3556407748136,2.95785127765838e-07,0.00163529483198654,5.52175626295439,"SLC24A4","Body","14",92864074
"cg16346169","cg16346169","II","Both",-1.28611037127692,-2.38460018134165,-6.76765972958674,3.75417516553259e-05,0.0295332971684563,2.26198599077946,"UBAC2","Body","13",99880353
"cg16379391","cg16379391","II","Both",1.02289040259104,-2.70475122901087,9.34016831388959,1.96250513930979e-06,0.00460757080256372,4.37710415439862,"KCNQ1","Body","11",2488799
"cg16386673","cg16386673","II","Both",-1.81838202764905,0.360216562032542,-14.0789198242638,3.47323109787569e-08,0.000647034261625171,6.60108843180134,"HMOX1","TSS1500","22",35776184
"cg16389081","cg16389081","II","Both",1.10952940996002,0.774402871083049,9.16768138542041,2.34274658006596e-06,0.00503065271173955,4.26107071641978,"FAM129B","Body","9",130333069
"cg16389209","cg16389209","II","Both",0.993882511089085,0.0568310661910929,8.3174981284706,5.83938332584835e-06,0.00893573718931989,3.63960800134833,"ARID5B","Body","10",63809121
"cg16401465","cg16401465","II","Both",1.08729375164983,0.502924791940195,7.79896723548344,1.05611766184905e-05,0.0130408008844416,3.21646460920042,"ARID5B","Body","10",63809170
"cg16402814","cg16402814","II","Both",1.93811787506449,-1.07055525514915,10.9106578063771,4.37742740505235e-07,0.0020085177848427,5.29920706663501,"CHID1","TSS200","11",915227
"cg16427808","cg16427808","II","Both",0.789284340646794,0.895260913899522,6.89570077676869,3.18510068982326e-05,0.0262621359898703,2.38924592317834,"NSMCE2","Body","8",126325967
"cg16515974","cg16515974","II","Both",1.14954219818373,-0.0493543634940474,8.33856506866204,5.70385752120903e-06,0.00877535919558332,3.65606051352042,"DDAH2","Body","6",31695064
"cg16582732","cg16582732","II","Both",0.700411229297395,1.80511586591254,6.25219651925842,7.43227493121486e-05,0.047353372075131,1.72278550962027,"TMEM201","Body","1",9651205
"cg16587265","cg16587265","II","Both",1.73129153010453,0.842166559954656,9.50671708548865,1.65812801253642e-06,0.00425425010574547,4.48614023829943,"GPT","TSS1500","8",145728203
"cg16597887","cg16597887","II","Both",-1.04907979593263,1.520092464415,-9.28840703271061,2.069054010752e-06,0.00475928157594425,4.34262041249247,"COL23A1","Body","5",177815410
"cg16608731","cg16608731","II","Both",1.25114305080785,1.94430656201018,6.98054143031766,2.85960047851695e-05,0.0243300062568508,2.47214918783079,"PIPOX","Body","17",27370988
"cg16681516","cg16681516","II","Both",1.22984982517502,-2.16481429667606,7.71556030302687,1.1648688845541e-05,0.013693073685426,3.14502606225229,"DMWD","TSS1500","19",46297285
"cg16734795","cg16734795","II","Both",-0.631225186793606,-2.27644617474613,-6.88340503985114,3.2354922503905e-05,0.0265323368424319,2.3771375520046,"GPR77","TSS1500","19",47839187
"cg16743582","cg16743582","II","Both",1.35092114398447,2.18857364092631,9.75488404615252,1.29556420430734e-06,0.00380379676425789,4.64332083229294,"ADD3-AS1","Body","10",111742121
"cg16751493","cg16751493","II","Both",1.05484991029176,1.61504866691169,9.26461584314451,2.12011713470382e-06,0.0048191443438922,4.32667429410141,"PPP1R7","Body","2",242101289
"cg16751778","cg16751778","II","Both",1.38083360742728,1.10449128274179,8.44109917539535,5.09108917754611e-06,0.00824719875611479,3.73534054918788,"SQRDL","Body","15",45952725
"cg16759488","cg16759488","II","Both",-1.23844246034182,0.0518287170078825,-9.62099234864452,1.47909058293196e-06,0.00399840644264631,4.55929182908142,"OSBPL10","Body","3",31709941
"cg16767327","cg16767327","II","Both",-0.824144869801082,0.528142160218028,-7.11460097835067,2.41604962082341e-05,0.0213885784521452,2.60087586998318,"CLIP4","5'UTR","2",29331293
"cg16822174","cg16822174","II","Both",1.10354930823307,-0.146140124616067,7.65282864947096,1.25461688236448e-05,0.0143754656919361,3.09065792895039,"AEBP2","Body","12",19635946
"cg16845233","cg16845233","II","Both",-1.13659014927656,-1.53807692836749,-9.40418260214694,1.83888776591716e-06,0.00449818041870924,4.41935726310716,"JMJD1C","Body","10",65030562
"cg16848858","cg16848858","II","Both",-1.49819082761376,0.813204135253089,-13.7488252270981,4.41031954636057e-08,0.000739315765318745,6.49212647467703,"RMND1","Body","6",151757660
"cg16875498","cg16875498","II","Both",1.00278657892923,-1.14480820352552,6.50302197487044,5.30789375542291e-05,0.0372527198244031,1.99062540191652,"CACNA1C","Body","12",2416089
"cg16875864","cg16875864","II","Both",0.896031254135382,2.15273891990888,7.32152508592291,1.87050526113115e-05,0.0184049010148654,2.79421314608395,"RFTN1","Body","3",16441008
"cg16901419","cg16901419","II","Both",0.783812433105144,0.16267134303093,8.15066689982195,7.04410081128937e-06,0.01009429069804,3.50731987636181,"PLA2G7","5'UTR","6",46699997
"cg16936281","cg16936281","II","Both",1.50732165907653,-0.517772471106921,8.75255554064664,3.62785330652792e-06,0.0067437307336283,3.96826110726516,"CHID1","5'UTR","11",914839
