"","Term","Ont","N","DE","P.DE","FDR.DE"
"GO:0004620","phospholipase activity","MF",76,1,0.43522285863086,1
"GO:0044106","cellular amine metabolic process","BP",77,0,1,1
"GO:0045833","negative regulation of lipid metabolic process","BP",77,2,0.112981708763817,1
"GO:0043535","regulation of blood vessel endothelial cell migration","BP",77,0,1,1
"GO:0051341","regulation of oxidoreductase activity","BP",77,1,0.43946287376069,1
"GO:1902882","regulation of response to oxidative stress","BP",77,1,0.43946287376069,1
"GO:0033559","unsaturated fatty acid metabolic process","BP",77,1,0.43946287376069,1
"GO:1901879","regulation of protein depolymerization","BP",77,2,0.112981708763817,1
"GO:0002062","chondrocyte differentiation","BP",77,1,0.43946287376069,1
"GO:0072676","lymphocyte migration","BP",77,1,0.43946287376069,1
"GO:0008593","regulation of Notch signaling pathway","BP",77,3,0.0199326053603987,0.743582336078649
"GO:0009199","ribonucleoside triphosphate metabolic process","BP",77,2,0.112981708763817,1
"GO:0010833","telomere maintenance via telomere lengthening","BP",77,0,1,1
"GO:1900182","positive regulation of protein localization to nucleus","BP",77,0,1,1
"GO:0045807","positive regulation of endocytosis","BP",77,1,0.43946287376069,1
"GO:0046330","positive regulation of JNK cascade","BP",77,3,0.0199326053603987,0.743582336078649
"GO:1901343","negative regulation of vasculature development","BP",77,0,1,1
"GO:2000181","negative regulation of blood vessel morphogenesis","BP",77,0,1,1
"GO:1905897","regulation of response to endoplasmic reticulum stress","BP",77,0,1,1
"GO:0048525","negative regulation of viral process","BP",77,1,0.43946287376069,1
"GO:0004527","exonuclease activity","MF",77,0,1,1
"GO:0003727","single-stranded RNA binding","MF",77,0,1,1
"GO:0001776","leukocyte homeostasis","BP",78,2,0.115412294093131,1
"GO:0031397","negative regulation of protein ubiquitination","BP",78,0,1,1
"GO:1990748","cellular detoxification","BP",78,0,1,1
"GO:0035304","regulation of protein dephosphorylation","BP",78,0,1,1
"GO:0032204","regulation of telomere maintenance","BP",78,0,1,1
"GO:0044728","DNA methylation or demethylation","BP",78,0,1,1
"GO:0042102","positive regulation of T cell proliferation","BP",78,3,0.020619466249875,0.743582336078649
"GO:0030216","keratinocyte differentiation","BP",78,2,0.115412294093131,1
"GO:0106027","neuron projection organization","BP",78,1,0.443671322847281,1
"GO:0002286","T cell activation involved in immune response","BP",78,3,0.020619466249875,0.743582336078649
"GO:0006513","protein monoubiquitination","BP",78,1,0.443671322847281,1
"GO:1903312","negative regulation of mRNA metabolic process","BP",78,1,0.443671322847281,1
"GO:0044344","cellular response to fibroblast growth factor stimulus","BP",78,1,0.443671322847281,1
"GO:0006493","protein O-linked glycosylation","BP",78,1,0.443671322847281,1
"GO:0030684","preribosome","CC",78,0,1,1
"GO:0051219","phosphoprotein binding","MF",78,1,0.443671322847281,1
"GO:0050660","flavin adenine dinucleotide binding","MF",78,0,1,1
"GO:0019888","protein phosphatase regulator activity","MF",78,0,1,1
"GO:0002526","acute inflammatory response","BP",79,1,0.447848438916508,1
"GO:0008585","female gonad development","BP",79,2,0.117856269447601,1
"GO:0022037","metencephalon development","BP",79,0,1,1
"GO:0000041","transition metal ion transport","BP",79,0,1,1
"GO:1904019","epithelial cell apoptotic process","BP",79,3,0.0213192429460489,0.743582336078649
"GO:0043648","dicarboxylic acid metabolic process","BP",79,0,1,1
"GO:0032611","interleukin-1 beta production","BP",79,2,0.117856269447601,1
"GO:0032651","regulation of interleukin-1 beta production","BP",79,2,0.117856269447601,1
"GO:0006720","isoprenoid metabolic process","BP",79,0,1,1
"GO:0043473","pigmentation","BP",79,0,1,1
"GO:0006165","nucleoside diphosphate phosphorylation","BP",79,2,0.117856269447601,1
"GO:0044773","mitotic DNA damage checkpoint signaling","BP",79,0,1,1
"GO:0072384","organelle transport along microtubule","BP",79,1,0.447848438916508,1
"GO:0006405","RNA export from nucleus","BP",79,0,1,1
"GO:0044306","neuron projection terminus","CC",79,1,0.447848438916508,1
"GO:0005876","spindle microtubule","CC",79,0,1,1
"GO:0005758","mitochondrial intermembrane space","CC",79,0,1,1
"GO:0120111","neuron projection cytoplasm","CC",79,1,0.447848438916508,1
"GO:0008238","exopeptidase activity","MF",79,0,1,1
"GO:0004843","cysteine-type deubiquitinase activity","MF",79,1,0.447848438916508,1
"GO:0009308","amine metabolic process","BP",80,0,1,1
"GO:0010927","cellular component assembly involved in morphogenesis","BP",80,2,0.120313303521132,1
"GO:1990542","mitochondrial transmembrane transport","BP",80,1,0.451994453288601,1
"GO:0030516","regulation of axon extension","BP",80,2,0.120313303521132,1
"GO:0036473","cell death in response to oxidative stress","BP",80,1,0.451994453288601,1
"GO:0110020","regulation of actomyosin structure organization","BP",80,0,1,1
"GO:0001676","long-chain fatty acid metabolic process","BP",80,1,0.451994453288601,1
"GO:0045639","positive regulation of myeloid cell differentiation","BP",80,2,0.120313303521132,1
"GO:0045069","regulation of viral genome replication","BP",80,1,0.451994453288601,1
"GO:0016079","synaptic vesicle exocytosis","BP",80,0,1,1
"GO:0060294","cilium movement involved in cell motility","BP",80,0,1,1
"GO:0034754","cellular hormone metabolic process","BP",80,1,0.451994453288601,1
"GO:0032755","positive regulation of interleukin-6 production","BP",80,2,0.120313303521132,1
"GO:0046939","nucleotide phosphorylation","BP",80,2,0.120313303521132,1
"GO:0032273","positive regulation of protein polymerization","BP",80,0,1,1
"GO:1902106","negative regulation of leukocyte differentiation","BP",80,2,0.120313303521132,1
"GO:0051983","regulation of chromosome segregation","BP",80,0,1,1
"GO:0002718","regulation of cytokine production involved in immune response","BP",80,2,0.120313303521132,1
"GO:2001021","negative regulation of response to DNA damage stimulus","BP",80,0,1,1
"GO:0043202","lysosomal lumen","CC",80,1,0.451994453288601,1
"GO:0030117","membrane coat","CC",80,0,1,1
"GO:0048475","coated membrane","CC",80,0,1,1
"GO:0036126","sperm flagellum","CC",80,0,1,1
"GO:0120114","Sm-like protein family complex","CC",80,0,1,1
"GO:0015276","ligand-gated ion channel activity","MF",80,1,0.451994453288601,1
"GO:0022834","ligand-gated channel activity","MF",80,1,0.451994453288601,1
"GO:0046545","development of primary female sexual characteristics","BP",81,2,0.122783069134344,1
"GO:0015914","phospholipid transport","BP",81,1,0.456109595590529,1
"GO:0001843","neural tube closure","BP",81,0,1,1
"GO:0007044","cell-substrate junction assembly","BP",81,0,1,1
"GO:0050773","regulation of dendrite development","BP",81,1,0.456109595590529,1
"GO:0060606","tube closure","BP",81,0,1,1
"GO:0006637","acyl-CoA metabolic process","BP",81,1,0.456109595590529,1
"GO:0035383","thioester metabolic process","BP",81,1,0.456109595590529,1
"GO:0043255","regulation of carbohydrate biosynthetic process","BP",81,3,0.0227575617992815,0.754774987416723
"GO:0055007","cardiac muscle cell differentiation","BP",81,1,0.456109595590529,1
"GO:0032091","negative regulation of protein binding","BP",81,0,1,1
"GO:0032414","positive regulation of ion transmembrane transporter activity","BP",81,0,1,1
"GO:0050764","regulation of phagocytosis","BP",81,0,1,1
"GO:0060996","dendritic spine development","BP",81,0,1,1
"GO:0007029","endoplasmic reticulum organization","BP",81,0,1,1
"GO:0071774","response to fibroblast growth factor","BP",81,1,0.456109595590529,1
"GO:0007032","endosome organization","BP",81,1,0.456109595590529,1
"GO:0032580","Golgi cisterna membrane","CC",81,2,0.122783069134344,1
"GO:0035578","azurophil granule lumen","CC",81,1,0.456109595590529,1
"GO:0099699","integral component of synaptic membrane","CC",81,1,0.456109595590529,1
"GO:0031234","extrinsic component of cytoplasmic side of plasma membrane","CC",81,0,1,1
"GO:0030134","COPII-coated ER to Golgi transport vesicle","CC",81,0,1,1
"GO:0097733","photoreceptor cell cilium","CC",81,0,1,1
"GO:0000313","organellar ribosome","CC",81,0,1,1
"GO:0005761","mitochondrial ribosome","CC",81,0,1,1
"GO:0008135","translation factor activity, RNA binding","MF",81,1,0.456109595590529,1
"GO:0004252","serine-type endopeptidase activity","MF",81,2,0.122783069134344,1
"GO:0051213","dioxygenase activity","MF",81,0,1,1
"GO:0008276","protein methyltransferase activity","MF",81,0,1,1
"GO:0032526","response to retinoic acid","BP",82,0,1,1
"GO:0001738","morphogenesis of a polarized epithelium","BP",82,1,0.460194093768286,1
"GO:0072009","nephron epithelium development","BP",82,0,1,1
"GO:0006766","vitamin metabolic process","BP",82,1,0.460194093768286,1
"GO:1901222","regulation of NIK/NF-kappaB signaling","BP",82,4,0.00330920965367207,0.297704773468474
"GO:0034644","cellular response to UV","BP",82,0,1,1
"GO:0042116","macrophage activation","BP",82,2,0.125265243192266,1
"GO:0030433","ubiquitin-dependent ERAD pathway","BP",82,0,1,1
"GO:1903707","negative regulation of hemopoiesis","BP",82,2,0.125265243192266,1
"GO:0002367","cytokine production involved in immune response","BP",82,3,0.0234961068174692,0.772152880206968
"GO:0001510","RNA methylation","BP",82,0,1,1
"GO:0005811","lipid droplet","CC",82,1,0.460194093768286,1
"GO:0098803","respiratory chain complex","CC",82,0,1,1
"GO:0008083","growth factor activity","MF",82,1,0.460194093768286,1
"GO:0020037","heme binding","MF",82,2,0.125265243192266,1
"GO:0045471","response to ethanol","BP",83,1,0.464248174099089,1
"GO:0046887","positive regulation of hormone secretion","BP",83,3,0.0242475734603125,0.79082984680001
"GO:0048259","regulation of receptor-mediated endocytosis","BP",83,0,1,1
"GO:0010769","regulation of cell morphogenesis involved in differentiation","BP",83,0,1,1
"GO:0005976","polysaccharide metabolic process","BP",83,0,1,1
"GO:0051897","positive regulation of protein kinase B signaling","BP",83,1,0.464248174099089,1
"GO:0009581","detection of external stimulus","BP",83,2,0.127759506642437,1
"GO:0009582","detection of abiotic stimulus","BP",83,1,0.464248174099089,1
"GO:0035710","CD4-positive, alpha-beta T cell activation","BP",83,5,0.000390422566120208,0.0669016954373128
"GO:0030316","osteoclast differentiation","BP",83,4,0.00345699634164938,0.300402962096174
"GO:0042147","retrograde transport, endosome to Golgi","BP",83,0,1,1
"GO:0044774","mitotic DNA integrity checkpoint signaling","BP",83,0,1,1
"GO:0030665","clathrin-coated vesicle membrane","CC",83,1,0.464248174099089,1
"GO:0003730","mRNA 3'-UTR binding","MF",83,1,0.464248174099089,1
"GO:0016651","oxidoreductase activity, acting on NAD(P)H","MF",83,1,0.464248174099089,1
"GO:0002698","negative regulation of immune effector process","BP",84,5,0.000412680580774705,0.0690712125543151
"GO:0014020","primary neural tube formation","BP",84,0,1,1
"GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","BP",84,1,0.468272061203495,1
"GO:0071346","cellular response to interferon-gamma","BP",84,2,0.130265544433392,1
"GO:0030282","bone mineralization","BP",84,1,0.468272061203495,1
"GO:0042476","odontogenesis","BP",84,0,1,1
"GO:0046634","regulation of alpha-beta T cell activation","BP",84,5,0.000412680580774705,0.0690712125543151
"GO:0071887","leukocyte apoptotic process","BP",84,4,0.00360921212969311,0.305594114087074
"GO:0002444","myeloid leukocyte mediated immunity","BP",84,3,0.0250119572132983,0.80447996245847
"GO:0048593","camera-type eye morphogenesis","BP",84,0,1,1
"GO:0014066","regulation of phosphatidylinositol 3-kinase signaling","BP",84,3,0.0250119572132983,0.80447996245847
"GO:0000422","autophagy of mitochondrion","BP",84,0,1,1
"GO:0061726","mitochondrion disassembly","BP",84,0,1,1
"GO:1990830","cellular response to leukemia inhibitory factor","BP",84,0,1,1
"GO:0042773","ATP synthesis coupled electron transport","BP",84,0,1,1
"GO:0042775","mitochondrial ATP synthesis coupled electron transport","BP",84,0,1,1
"GO:0000123","histone acetyltransferase complex","CC",84,0,1,1
"GO:0070603","SWI/SNF superfamily-type complex","CC",84,1,0.468272061203495,1
"GO:0032592","integral component of mitochondrial membrane","CC",84,1,0.468272061203495,1
"GO:0031490","chromatin DNA binding","MF",84,1,0.468272061203495,1
"GO:1990782","protein tyrosine kinase binding","MF",84,0,1,1
"GO:0004197","cysteine-type endopeptidase activity","MF",84,2,0.130265544433392,1
"GO:0007338","single fertilization","BP",85,0,1,1
"GO:0097237","cellular response to toxic substance","BP",85,0,1,1
"GO:2001251","negative regulation of chromosome organization","BP",85,0,1,1
"GO:0030203","glycosaminoglycan metabolic process","BP",85,2,0.132783045473528,1
"GO:0002456","T cell mediated immunity","BP",85,1,0.472265978057423,1
"GO:1901992","positive regulation of mitotic cell cycle phase transition","BP",85,0,1,1
"GO:0009135","purine nucleoside diphosphate metabolic process","BP",85,2,0.132783045473528,1
"GO:0009179","purine ribonucleoside diphosphate metabolic process","BP",85,2,0.132783045473528,1
"GO:0045185","maintenance of protein location","BP",85,2,0.132783045473528,1
"GO:0006090","pyruvate metabolic process","BP",85,2,0.132783045473528,1
"GO:1990823","response to leukemia inhibitory factor","BP",85,0,1,1
"GO:0071621","granulocyte chemotaxis","BP",85,2,0.132783045473528,1
"GO:0061157","mRNA destabilization","BP",85,1,0.472265978057423,1
"GO:0035579","specific granule membrane","CC",85,3,0.0257892512677546,0.823691899588891
"GO:0005746","mitochondrial respirasome","CC",85,0,1,1
"GO:1902936","phosphatidylinositol bisphosphate binding","MF",85,0,1,1
"GO:0010595","positive regulation of endothelial cell migration","BP",86,0,1,1
"GO:0006672","ceramide metabolic process","BP",86,0,1,1
"GO:0032368","regulation of lipid transport","BP",86,2,0.135311702590363,1
"GO:0051209","release of sequestered calcium ion into cytosol","BP",86,1,0.476230146004094,1
"GO:0033209","tumor necrosis factor-mediated signaling pathway","BP",86,1,0.476230146004094,1
"GO:0030278","regulation of ossification","BP",86,2,0.135311702590363,1
"GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","BP",86,1,0.476230146004094,1
"GO:0048706","embryonic skeletal system development","BP",86,0,1,1
"GO:0071675","regulation of mononuclear cell migration","BP",86,4,0.00392718133693227,0.323632718495056
"GO:0031623","receptor internalization","BP",86,1,0.476230146004094,1
"GO:0032760","positive regulation of tumor necrosis factor production","BP",86,3,0.0265794465664591,0.841461628763076
"GO:0030004","cellular monovalent inorganic cation homeostasis","BP",86,0,1,1
"GO:1904659","glucose transmembrane transport","BP",86,0,1,1
"GO:0042471","ear morphogenesis","BP",86,1,0.476230146004094,1
"GO:2001252","positive regulation of chromosome organization","BP",86,0,1,1
"GO:0009593","detection of chemical stimulus","BP",86,0,1,1
"GO:1904949","ATPase complex","CC",86,1,0.476230146004094,1
"GO:0044853","plasma membrane raft","CC",86,1,0.476230146004094,1
"GO:0031970","organelle envelope lumen","CC",86,0,1,1
"GO:0098573","intrinsic component of mitochondrial membrane","CC",86,1,0.476230146004094,1
"GO:0101005","deubiquitinase activity","MF",86,1,0.476230146004094,1
"GO:0008170","N-methyltransferase activity","MF",86,0,1,1
"GO:0006400","tRNA modification","BP",87,0,1,1
"GO:0030534","adult behavior","BP",87,1,0.480164784765884,1
"GO:0032231","regulation of actin filament bundle assembly","BP",87,1,0.480164784765884,1
"GO:0051283","negative regulation of sequestering of calcium ion","BP",87,1,0.480164784765884,1
"GO:0150115","cell-substrate junction organization","BP",87,0,1,1
"GO:1903321","negative regulation of protein modification by small protein conjugation or removal","BP",87,0,1,1
"GO:0035335","peptidyl-tyrosine dephosphorylation","BP",87,1,0.480164784765884,1
"GO:0045739","positive regulation of DNA repair","BP",87,0,1,1
"GO:1904029","regulation of cyclin-dependent protein kinase activity","BP",87,1,0.480164784765884,1
"GO:0045446","endothelial cell differentiation","BP",87,1,0.480164784765884,1
"GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP",87,1,0.480164784765884,1
"GO:0045621","positive regulation of lymphocyte differentiation","BP",87,4,0.00409305866580198,0.326100478425574
"GO:0048640","negative regulation of developmental growth","BP",87,3,0.0273825318486254,0.843929836779272
"GO:0009408","response to heat","BP",87,1,0.480164784765884,1
"GO:0030863","cortical cytoskeleton","CC",87,0,1,1
"GO:0097729","9+2 motile cilium","CC",87,0,1,1
"GO:0071013","catalytic step 2 spliceosome","CC",87,0,1,1
"GO:0004725","protein tyrosine phosphatase activity","MF",87,1,0.480164784765884,1
"GO:0005262","calcium channel activity","MF",87,1,0.480164784765884,1
"GO:0030295","protein kinase activator activity","MF",87,0,1,1
"GO:0003774","cytoskeletal motor activity","MF",87,2,0.137851212490168,1
"GO:0061041","regulation of wound healing","BP",88,3,0.0281984936942731,0.843929836779272
"GO:0006664","glycolipid metabolic process","BP",88,1,0.48407011245609,1
"GO:0046916","cellular transition metal ion homeostasis","BP",88,0,1,1
"GO:0032609","interferon-gamma production","BP",88,6,5.04192437779751e-05,0.0184533569210741
"GO:0032649","regulation of interferon-gamma production","BP",88,6,5.04192437779751e-05,0.0184533569210741
"GO:0051928","positive regulation of calcium ion transport","BP",88,2,0.14040127571798,1
"GO:0014902","myotube differentiation","BP",88,3,0.0281984936942731,0.843929836779272
"GO:0003279","cardiac septum development","BP",88,0,1,1
"GO:1990266","neutrophil migration","BP",88,1,0.48407011245609,1
"GO:0002688","regulation of leukocyte chemotaxis","BP",88,4,0.00426361288860548,0.337200241310919
"GO:0008645","hexose transmembrane transport","BP",88,0,1,1
"GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","BP",88,1,0.48407011245609,1
"GO:0032508","DNA duplex unwinding","BP",88,0,1,1
"GO:0120034","positive regulation of plasma membrane bounded cell projection assembly","BP",88,1,0.48407011245609,1
"GO:0050779","RNA destabilization","BP",88,1,0.48407011245609,1
"GO:0099240","intrinsic component of synaptic membrane","CC",88,1,0.48407011245609,1
"GO:0045111","intermediate filament cytoskeleton","CC",88,2,0.14040127571798,1
"GO:0032587","ruffle membrane","CC",88,3,0.0281984936942731,0.843929836779272
"GO:0005643","nuclear pore","CC",88,0,1,1
"GO:0004722","protein serine/threonine phosphatase activity","MF",88,1,0.48407011245609,1
"GO:0031644","regulation of nervous system process","BP",89,1,0.487946345590614,1
"GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","BP",89,1,0.487946345590614,1
"GO:1903509","liposaccharide metabolic process","BP",89,1,0.487946345590614,1
"GO:0051282","regulation of sequestering of calcium ion","BP",89,1,0.487946345590614,1
"GO:0007606","sensory perception of chemical stimulus","BP",89,0,1,1
"GO:0007613","memory","BP",89,0,1,1
"GO:0032612","interleukin-1 production","BP",89,2,0.14296159661798,1
"GO:0032652","regulation of interleukin-1 production","BP",89,2,0.14296159661798,1
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","BP",89,3,0.0290273165679883,0.843929836779272
"GO:0002708","positive regulation of lymphocyte mediated immunity","BP",89,0,1,1
"GO:0032355","response to estradiol","BP",89,3,0.0290273165679883,0.843929836779272
"GO:0015749","monosaccharide transmembrane transport","BP",89,0,1,1
"GO:0035270","endocrine system development","BP",89,0,1,1
"GO:0006906","vesicle fusion","BP",89,0,1,1
"GO:0034620","cellular response to unfolded protein","BP",89,0,1,1
"GO:0051304","chromosome separation","BP",89,0,1,1
"GO:0062207","regulation of pattern recognition receptor signaling pathway","BP",89,3,0.0290273165679883,0.843929836779272
"GO:0030326","embryonic limb morphogenesis","BP",89,0,1,1
"GO:0035113","embryonic appendage morphogenesis","BP",89,0,1,1
"GO:0001578","microtubule bundle formation","BP",89,0,1,1
"GO:0061014","positive regulation of mRNA catabolic process","BP",89,1,0.487946345590614,1
"GO:0030175","filopodium","CC",89,0,1,1
"GO:0032588","trans-Golgi network membrane","CC",89,0,1,1
"GO:0055038","recycling endosome membrane","CC",89,2,0.14296159661798,1
"GO:0009063","cellular amino acid catabolic process","BP",90,0,1,1
"GO:0006497","protein lipidation","BP",90,1,0.491793699099562,1
"GO:0021782","glial cell development","BP",90,0,1,1
"GO:0030148","sphingolipid biosynthetic process","BP",90,0,1,1
"GO:0030038","contractile actin filament bundle assembly","BP",90,0,1,1
"GO:0043149","stress fiber assembly","BP",90,0,1,1
"GO:0046632","alpha-beta T cell differentiation","BP",90,4,0.00461899403928381,0.356173929650631
"GO:1903076","regulation of protein localization to plasma membrane","BP",90,2,0.14553188329425,1
"GO:0003206","cardiac chamber morphogenesis","BP",90,2,0.14553188329425,1
"GO:0035195","miRNA-mediated gene silencing","BP",90,1,0.491793699099562,1
"GO:0090263","positive regulation of canonical Wnt signaling pathway","BP",90,0,1,1
"GO:0010389","regulation of G2/M transition of mitotic cell cycle","BP",90,0,1,1
"GO:0022612","gland morphogenesis","BP",90,1,0.491793699099562,1
"GO:0034502","protein localization to chromosome","BP",90,0,1,1
"GO:0097731","9+0 non-motile cilium","CC",90,0,1,1
"GO:0005684","U2-type spliceosomal complex","CC",90,0,1,1
"GO:0015081","sodium ion transmembrane transporter activity","MF",90,0,1,1
"GO:0046660","female sex differentiation","BP",91,2,0.148111847571893,1
"GO:0001841","neural tube formation","BP",91,0,1,1
"GO:0061387","regulation of extent of cell growth","BP",91,2,0.148111847571893,1
"GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","BP",91,0,1,1
"GO:0032411","positive regulation of transporter activity","BP",91,0,1,1
"GO:0007368","determination of left/right symmetry","BP",91,1,0.495612386338758,1
"GO:0002821","positive regulation of adaptive immune response","BP",91,1,0.495612386338758,1
"GO:0042752","regulation of circadian rhythm","BP",91,1,0.495612386338758,1
"GO:0001539","cilium or flagellum-dependent cell motility","BP",91,0,1,1
"GO:0060285","cilium-dependent cell motility","BP",91,0,1,1
"GO:1905477","positive regulation of protein localization to membrane","BP",91,2,0.148111847571893,1
"GO:0070555","response to interleukin-1","BP",91,2,0.148111847571893,1
"GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","BP",91,2,0.148111847571893,1
"GO:0019882","antigen processing and presentation","BP",91,0,1,1
"GO:0032479","regulation of type I interferon production","BP",91,3,0.0307234729391519,0.870538719460931
"GO:0032606","type I interferon production","BP",91,3,0.0307234729391519,0.870538719460931
"GO:1902554","serine/threonine protein kinase complex","CC",91,0,1,1
"GO:0042734","presynaptic membrane","CC",91,2,0.148111847571893,1
"GO:0000932","P-body","CC",91,1,0.495612386338758,1
"GO:0034708","methyltransferase complex","CC",91,0,1,1
"GO:0046906","tetrapyrrole binding","MF",91,2,0.148111847571893,1
"GO:0007173","epidermal growth factor receptor signaling pathway","BP",92,5,0.000626961154136824,0.0927172484860833
"GO:0034446","substrate adhesion-dependent cell spreading","BP",92,0,1,1
"GO:0061640","cytoskeleton-dependent cytokinesis","BP",92,0,1,1
"GO:0021987","cerebral cortex development","BP",92,0,1,1
"GO:0031058","positive regulation of histone modification","BP",92,1,0.499402619101178,1
"GO:0070469","respirasome","CC",92,0,1,1
"GO:0070851","growth factor receptor binding","MF",92,1,0.499402619101178,1
"GO:0019209","kinase activator activity","MF",92,0,1,1
"GO:0016298","lipase activity","MF",92,1,0.499402619101178,1
"GO:0042158","lipoprotein biosynthetic process","BP",93,1,0.503164607628299,1
"GO:0035296","regulation of tube diameter","BP",93,1,0.503164607628299,1
"GO:0051208","sequestering of calcium ion","BP",93,1,0.503164607628299,1
"GO:0097746","blood vessel diameter maintenance","BP",93,1,0.503164607628299,1
"GO:0003231","cardiac ventricle development","BP",93,1,0.503164607628299,1
"GO:0048565","digestive tract development","BP",93,1,0.503164607628299,1
"GO:0006022","aminoglycan metabolic process","BP",93,2,0.153299674606054,1
"GO:0046683","response to organophosphorus","BP",93,2,0.153299674606054,1
"GO:0090174","organelle membrane fusion","BP",93,0,1,1
"GO:0043200","response to amino acid","BP",93,0,1,1
"GO:0002702","positive regulation of production of molecular mediator of immune response","BP",93,0,1,1
"GO:0016575","histone deacetylation","BP",93,1,0.503164607628299,1
"GO:0031248","protein acetyltransferase complex","CC",93,0,1,1
"GO:1902493","acetyltransferase complex","CC",93,0,1,1
"GO:0000149","SNARE binding","MF",93,0,1,1
"GO:0005201","extracellular matrix structural constituent","MF",93,0,1,1
"GO:0051384","response to glucocorticoid","BP",94,3,0.0333636599259508,0.927097530838101
"GO:0007229","integrin-mediated signaling pathway","BP",94,2,0.155906979273013,1
"GO:0035150","regulation of tube size","BP",94,1,0.506898560621367,1
"GO:2000027","regulation of animal organ morphogenesis","BP",94,0,1,1
"GO:0001824","blastocyst development","BP",94,0,1,1
"GO:0034763","negative regulation of transmembrane transport","BP",94,0,1,1
"GO:0001704","formation of primary germ layer","BP",94,1,0.506898560621367,1
"GO:0098754","detoxification","BP",94,0,1,1
"GO:0009185","ribonucleoside diphosphate metabolic process","BP",94,3,0.0333636599259508,0.927097530838101
"GO:0008637","apoptotic mitochondrial changes","BP",94,1,0.506898560621367,1
"GO:0032392","DNA geometric change","BP",94,0,1,1
"GO:0033108","mitochondrial respiratory chain complex assembly","BP",94,0,1,1
"GO:0002761","regulation of myeloid leukocyte differentiation","BP",94,4,0.00538851009982266,0.398436032757778
"GO:0048024","regulation of mRNA splicing, via spliceosome","BP",94,0,1,1
"GO:0022626","cytosolic ribosome","CC",94,0,1,1
"GO:0043130","ubiquitin binding","MF",94,1,0.506898560621367,1
"GO:0022843","voltage-gated cation channel activity","MF",94,1,0.506898560621367,1
"GO:0015293","symporter activity","MF",94,0,1,1
"GO:0002832","negative regulation of response to biotic stimulus","BP",95,3,0.0342692096236459,0.943813319670999
"GO:0031532","actin cytoskeleton reorganization","BP",95,2,0.158522845286977,1
"GO:0019395","fatty acid oxidation","BP",95,1,0.510604685252584,1
"GO:0045667","regulation of osteoblast differentiation","BP",95,3,0.0342692096236459,0.943813319670999
"GO:0009141","nucleoside triphosphate metabolic process","BP",95,2,0.158522845286977,1
"GO:0043406","positive regulation of MAP kinase activity","BP",95,0,1,1
"GO:0071333","cellular response to glucose stimulus","BP",95,1,0.510604685252584,1
"GO:0008286","insulin receptor signaling pathway","BP",95,0,1,1
"GO:0008037","cell recognition","BP",95,1,0.510604685252584,1
"GO:0006638","neutral lipid metabolic process","BP",95,1,0.510604685252584,1
"GO:0006639","acylglycerol metabolic process","BP",95,1,0.510604685252584,1
"GO:0007127","meiosis I","BP",95,0,1,1
"GO:0002377","immunoglobulin production","BP",95,1,0.510604685252584,1
"GO:0046822","regulation of nucleocytoplasmic transport","BP",95,1,0.510604685252584,1
"GO:0090734","site of DNA damage","CC",95,0,1,1
"GO:0055029","nuclear DNA-directed RNA polymerase complex","CC",95,0,1,1
"GO:0004866","endopeptidase inhibitor activity","MF",95,0,1,1
"GO:0019208","phosphatase regulator activity","MF",95,0,1,1
"GO:0010811","positive regulation of cell-substrate adhesion","BP",96,1,0.514283187176216,1
"GO:0035194","post-transcriptional gene silencing by RNA","BP",96,1,0.514283187176216,1
"GO:0001909","leukocyte mediated cytotoxicity","BP",96,2,0.16114700250754,1
"GO:0034219","carbohydrate transmembrane transport","BP",96,0,1,1
"GO:0034728","nucleosome organization","BP",96,1,0.514283187176216,1
"GO:0005923","bicellular tight junction","CC",96,2,0.16114700250754,1
"GO:0034451","centriolar satellite","CC",96,1,0.514283187176216,1
"GO:0005930","axoneme","CC",96,1,0.514283187176216,1
"GO:0000428","DNA-directed RNA polymerase complex","CC",96,0,1,1
"GO:0008236","serine-type peptidase activity","MF",96,2,0.16114700250754,1
"GO:0051087","chaperone binding","MF",96,0,1,1
"GO:0050714","positive regulation of protein secretion","BP",97,2,0.163779184289544,1
"GO:0019751","polyol metabolic process","BP",97,2,0.163779184289544,1
"GO:0001952","regulation of cell-matrix adhesion","BP",97,2,0.163779184289544,1
"GO:0090630","activation of GTPase activity","BP",97,0,1,1
"GO:0009062","fatty acid catabolic process","BP",97,1,0.517934270539619,1
"GO:0007498","mesoderm development","BP",97,1,0.517934270539619,1
"GO:0009855","determination of bilateral symmetry","BP",97,1,0.517934270539619,1
"GO:0050921","positive regulation of chemotaxis","BP",97,3,0.0361183678623543,0.955204731466213
"GO:0050868","negative regulation of T cell activation","BP",97,6,8.70560401223421e-05,0.0246593768864289
"GO:0071331","cellular response to hexose stimulus","BP",97,1,0.517934270539619,1
"GO:0007088","regulation of mitotic nuclear division","BP",97,0,1,1
